,message,label
27,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,0
28,I'm home.,0
29,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,1
30,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,0
31,Yes see ya not on the dot,0
32,K..i deleted my contact that why?,0
33,Sindu got job in birla soft ..,0
34,The wine is flowing and i'm i have nevering..,0
35,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
36,Aaooooright are you at work?,0
37,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1
38,"Sir, I need AXIS BANK account no and bank address.",0
39,Text her. If she doesnt reply let me know so i can have her log in,0
40,ok. I am a gentleman and will treat you with dignity and respect.,0
41,Going on nothing great.bye,0
42,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0
43,"Haha awesome, be there in a minute",0
44,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1
45,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0
46,U call me alter at 11 ok.,0
47,Both :) i shoot big loads so get ready!,0
48,"Sorry, I'll call later",0
49,Would really appreciate if you call me. Just need someone to talk to.,0
50,Hey company elama po mudyadhu.,0
51,Tomarrow final hearing on my laptop case so i cant.,0
52,Too late. I said i have the website. I didn't i have or dont have the slippers,0
53,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1
54,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,1
55,Thanx...,0
56,Just sent it. So what type of food do you like?,0
57,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0
58,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0
59,Hey you told your name to gautham ah?,0
60,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",1
61,"Merry Christmas to you too babe, i love ya *kisses*",0
62,Maybe i could get book out tomo then return it immediately ..? Or something.,0
63,Cool. So how come you havent been wined and dined before?,0
64,Ok that's great thanx a lot.,0
65,Am not interested to do like that.,0
66,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,0
67,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,0
68,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",0
69,Check audrey's status right now,0
70,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,0
71,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",1
72,Customer place i will call you.,0
73,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,0
74,From here after The performance award is calculated every two month.not for current one month period..,0
75,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,0
76,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",0
77,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,0
78,Hello! Good week? Fancy a drink or something later?,0
79,Yes:)from last week itself i'm taking live call.,0
80,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,0
81,At home watching tv lor.,0
82,Booked ticket for pongal?,0
83,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0
84,hanks lotsly!,0
85,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1
86,When are you going to ride your bike?,0
87,"Yup, no need. I'll jus wait 4 e rain 2 stop.",0
88,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1
89,Love you aathi..love u lot..,0
90,Watching tv lor...,0
91,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",0
92,When can Ì_ come out?,0
93,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,1
94,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,0
95,Lol ok your forgiven :),0
96,No..jst change tat only..,0
97,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",1
98,S:)no competition for him.,0
99,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,1
100,Were gonna go get some tacos,0
101,"Probably gonna be here for a while, see you later tonight &lt;)",0
102,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",0
103,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,0
104,Then any special there?,0
105,Wait  &lt;#&gt;  min..,0
106,O. Well uv causes mutations. Sunscreen is like essential thesedays,0
107,Hi msg me:)i'm in office..,0
108,Geeeee ... I love you so much I can barely stand it,0
109,Can you open the door?,0
110,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",0
111,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",0
112,Ya srsly better than yi tho,0
113,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1
114,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,1
115,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,1
116,I am great! How are you?,0
117,I'm going out to buy mum's present ar.,0
118,If u sending her home first it's ok lor. I'm not ready yet.,0
119,Be happy there. I will come after noon,0
120,I have many dependents,0
121,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,1
122,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",0
123,I had askd u a question some hours before. Its answer,0
124,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,0
125,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,1
126,Sorry me going home first... Daddy come fetch Ì_ later...,0
127,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,1
128,"I've got  &lt;#&gt; , any way I could pick up?",0
129,Was the farm open?,0
130,"My sister in law, hope you are having a great month. Just saying hey. Abiola",0
131,K..u also dont msg or reply to his msg..,0
132,When i have stuff to sell i.ll tell you,0
133,Then why no one talking to me,0
134,Wish i were with you now!,0
135,Yes i will be there. Glad you made it.,0
136,Do well :)all will for little time. Thing of good times ahead:,0
137,You have an important customer service announcement from PREMIER.,1
138,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",0
139,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",0
140,I cant pick the phone right now. Pls send a message,0
141,Just sleeping..and surfing,0
142,"She was supposed to be but couldn't make it, she's still in town though",0
143,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,0
144,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",0
145,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1
146,Where's my boytoy? I miss you ... What happened?,0
147,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",0
148,Also are you bringing galileo or dobby,0
149,Hahaha..use your brain dear,0
150,Good Morning my Dear........... Have a great &amp; successful day.,0
151,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx,0
152,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,0
153,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,1
154,Your brother is a genius,0
155,Did u find out what time the bus is at coz i need to sort some stuff out.,0
156,Wife.how she knew the time of murder exactly,0
157,I am great princess! What are you thinking about me? :),0
158,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,0
159,Lovely smell on this bus and it ain't tobacco... ,0
160,I am sorry it hurt you.,0
161,When u wana see it then,0
162,It shall be fine. I have avalarr now. Will hollalater,0
163,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0
164,K:)i will give my kvb acc details:),0
165,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1
166,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,0
167,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",0
168,I cant wait to see you! How were the photos were useful? :),0
169,Shb b ok lor... Thanx...,0
170,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,0
171,Welp apparently he retired,0
172,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1
173,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0
174,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,0
175,Ok i shall talk to him,0
176,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,0
177,"I can't, I don't have her number!",0
178,Change again... It's e one next to escalator...,0
179,No..but heard abt tat..,0
180,Give me a sec to think think about it,0
181,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",0
182,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,0
183,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0
184,Can not use foreign stamps in this country. Good lecture .,0
185,"No my blankets are sufficient, thx",0
186,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",0
187,I'm in class. Will holla later,0
188,Easy ah?sen got selected means its good..,0
189,"Come round, it's . ",0
190,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1
191,Are you available for soiree on June 3rd?,0
192,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,0
193,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,1
194,Once free call me sir. I am waiting for you.,0
195,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,1
196,Aight ill get on fb in a couple minutes,0
197,Send to someone else :-),0
198,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",0
199,I don't think he has spatula hands!,0
200,Black shirt n blue jeans... I thk i c Ì_...,0
201,S s..first time..dhoni rocks...,0
202,Ok ill tell the company,0
203,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",1
204,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,0
205,"Sorry, I'll call later",0
206,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,1
207,LOL ... No just was busy,0
208,Not a drop in the tank,0
209,(That said can you text him one more time?),0
210,Ok i go change also...,0
211,Hey! There's veggie pizza... :/,0
212,Yun buying... But school got offer 2000 plus only...,0
213,K. I will sent it again,0
214,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,0
215,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1
216,All will come alive.better correct any good looking figure there itself..,0
217,We're done...,0
218,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,0
219,What he said is not the matter. My mind saying some other matter is there.,0
220,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0
221,I know she called me,0
222,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",0
223,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",0
224,You have 1 new voicemail. Please call 08719181513.,1
225,Rofl betta invest in some  anti aging products,0
226,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,0
227,How much are we getting?,0
228,Is ur paper in e morn or aft tmr?,0
229,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,0
230,Horrible gal. Me in sch doing some stuff. How come u got mc?,0
231,"I call you later, don't have network. If urgnt, sms me.",0
232,Honey boo I'm missing u.,0
233,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",0
234,I will see in half an hour,0
235,\Hey sorry I didntgive ya a a bellearlier hunny,0
236,"Tee hee. Off to lecture, cheery bye bye.",0
237,Can do lor...,0
238,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,0
239,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,0
240,But if she.s drinkin i'm ok.,0
241,Happy new year to u too!,0
242,Your daily text from me ÛÒ a favour this time,0
243,I tot u reach liao. He said t-shirt.,0
244,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1
245,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",0
246,Correct. So how was work today,0
247,"I wake up long ago already... Dunno, what other thing?",0
248,"Sorry, was in the bathroom, sup",0
249,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",0
250,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",0
251,Yeah I'll try to scrounge something up,0
252,"Goodnight, sleep well da please take care pa. Please.",0
253,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,0
254,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",0
255,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",0
256,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,0
257,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",0
258,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",0
259,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",0
260,Oh ok..,0
261,R we still meeting 4 dinner tonight?,0
262,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",1
263,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",0
264,Thanks for ve lovely wisheds. You rock,0
265,You intrepid duo you! Have a great time and see you both soon. ,0
266,"Arms fine, how's Cardiff and uni? ",0
267,Msg me when rajini comes.,0
268,Ya! when are Ì_ taking ure practical lessons? I start in june..  ,0
269,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,0
270,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",0
271,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,0
272,Ok...,0
273,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",0
274,How are you with moneY...as in to you...money aint a thing....how are you sha!,0
275,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,0
276,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",0
277,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",1
278,Don no da:)whats you plan?,0
279,Total video converter free download type this in google search:),0
280,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,0
281,Are you angry with me. What happen dear,0
282,Yup ok thanx...,0
283,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",0
284,Oh dang! I didn't mean o send that to you! Lol!,0
285,Remember on that day..,0
286,K come to nordstrom when you're done,0
287,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,0
288,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",0
289,Get ready to put on your excellent sub face :),0
290,Tmrw. Im finishing 9 doors,0
291,I am late. I will be there at,0
292,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,1
293,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",0
294,"Why is that, princess? I bet the brothas are all chasing you!",0
295,"I shall book chez jules for half eight, if that's ok with you?",0
296,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",0
297,At 4. Let's go to bill millers,0
298,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,1
299,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,1
300,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,0
301,I'll probably be around mu a lot,0
302,645,0
303,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,1
304,Thnx dude. u guys out 2nite?,0
305,Did u download the fring app?,0
306,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",0
307,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0
308,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",1
309,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",0
310,Sleeping nt feeling well,0
311,U WILL SWITCH YOUR FONE ON DAMMIT!!,0
312,Thts wat Wright Brother did to fly..,0
313,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),0
314,"Yes..but they said its IT.,",0
315,Painful words- \I thought being Happy was the most toughest thing on Earth... But,0
316,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0
317,Do you want bold 2 or bb torch,0
318,Nan sonathaya soladha. Why boss?,0
319,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,1
320,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,0
321,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0
322,I got your back! Do you have any dislikes in bed?,0
323,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1
324,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",0
325,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",0
326,Lol. Well quality aint bad at all so i aint complaining,0
327,K go and sleep well. Take rest:-).,0
328,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1
329,"K, want us to come by now?",0
330,"I'm not coming over, do whatever you want",0
331,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",0
332,Arun can u transfr me d amt,0
333,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,0
334,I wanna watch that movie,0
335,Ok lor thanx... ÌÏ in school?,0
336,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,0
337,Dunno dat's wat he told me. Ok lor...,0
338,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,0
339,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,0
340,May i call You later Pls,0
341,I am in your office na.,0
342,Super da:)good replacement for murali,0
343,Dunno da next show aft 6 is 850. Toa payoh got 650.,0
344,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",1
345,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1
346,I AM AT A PARTY WITH ALEX NICHOLS,0
347,"Sorry, I can't help you on this.",0
348,I love your ass! Do you enjoy doggy style? :),0
349,My sister got placed in birla soft da:-),0
350,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,1
351,Its not that time of the month nor mid of the time?,0
352,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,0
353,No current and food here. I am alone also,0
354,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,0
355,Omg it could snow here tonite!,0
356,Carry on not disturbing both of you,0
357,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,1
358,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",0
359,The battery is for mr adewale my uncle. Aka Egbon,0
360,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,1
361,Nvm it's ok...,0
362,"Sorry, I'll call later",0
363,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,0
364,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,1
365,"Sorry, I'll call later",0
366,Eh den sat u book e kb liao huh...,0
367,Have you been practising your curtsey?,0
368,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",0
369,But i'll b going 2 sch on mon. My sis need 2 take smth.,0
370,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,1
371,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",0
372,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,0
373,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,1
